Id;Category;Manufacturer;Model;Prod. year;Gear box type;Leather interior;Fuel type;Engine volume;Drive wheels;Cylinders;Mileage;Doors;Airbags;Wheel;Color;Sales Fee
4845;Sedan;HYUNDAI;Elantra;2013;Automatic;Yes;Petrol;1.8;Front;4;267010 km;4;12;Left wheel;White;585
1863;Sedan;HYUNDAI;Elantra;2015;Automatic;No;Petrol;1.8;Front;4;88830 km;4;0;Left wheel;Silver;697
9274;Jeep;HYUNDAI;Santa FE;2016;Automatic;Yes;Diesel;2.2;Front;4;23216 km;4;4;Left wheel;White;971
7185;Jeep;MERCEDES-BENZ;GLA 250;2015;Tiptronic;Yes;Petrol;2.0 Turbo;4x4;4;63000 km;4;14;Left wheel;Black;765
8898;Hatchback;OPEL;Astra;1998;Manual;No;Petrol;1.6;Front;4;150000 km;4;4;Left wheel;Black;-
8026;Minivan;MITSUBISHI;Delica;2005;Automatic;No;Petrol;3;4x4;6;85000 km;4;4;Right-hand drive;Silver;-
10071;Sedan;CHEVROLET;Malibu;2014;Automatic;Yes;Petrol;2;Front;4;57870 km;4;4;Left wheel;White;639
17138;Sedan;TOYOTA;Aqua;2013;Automatic;Yes;Petrol;1.5;Front;4;99600 km;4;4;Left wheel;Yellow;502
2870;Hatchback;MITSUBISHI;Colt;2005;Tiptronic;No;Petrol;1.5 Turbo;Front;4;157000 km;4;5;Right-hand drive;Silver;-
6533;Jeep;SSANGYONG;Korando;2013;Automatic;Yes;Diesel;2;Front;4;88000 km;4;4;Left wheel;Blue;640
16541;Hatchback;HONDA;FIT;2013;Automatic;Yes;Petrol;1.5;Front;4;55948 km;4;4;Left wheel;Orange;502
5551;Jeep;SSANGYONG;REXTON;2013;Automatic;Yes;Diesel;2;Front;4;123700 km;4;4;Left wheel;Black;640
15010;Goods wagon;OPEL;Astra;2008;Manual;No;Diesel;1.7 Turbo;Front;4;111111 km;4;12;Left wheel;Grey;-
14341;Coupe;VOLKSWAGEN;Golf;1986;Manual;No;Petrol;1.8;Front;4;0 km;2;0;Left wheel;Green;-
1810;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;Petrol;2;Front;4;14368 km;4;4;Left wheel;Black;765
14116;Sedan;FORD;Fusion;2013;Automatic;Yes;Hybrid;2;Front;4;339920 km;4;0;Left wheel;White;640
10706;Hatchback;CHEVROLET;Spark;2014;Automatic;Yes;Petrol;1.2;Front;4;131312 km;4;12;Left wheel;Blue;418
4942;Hatchback;OPEL;Astra;2008;Manual;No;Diesel;1.7 Turbo;Front;4;219000 km;4;4;Left wheel;Grey;944
9836;Sedan;NISSAN;Sentra;2018;Automatic;Yes;Petrol;1.8;Front;4;67272 km;4;12;Left wheel;Silver;980
2119;Universal;DAIHATSU;YRV;2002;Manual;No;Petrol;1.3;Front;4;120000 km;4;2;Left wheel;White;-
14714;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;309174 km;4;4;Left wheel;Silver;765
17318;Sedan;BMW;528;2015;Automatic;Yes;Petrol;2;4x4;4;116691 km;4;12;Left wheel;Black;765
1664;Minivan;HYUNDAI;H1;2010;Automatic;Yes;Diesel;2.5;Front;4;52717 km;4;4;Left wheel;Black;1024
14719;Jeep;LEXUS;GX 460;2012;Automatic;Yes;Petrol;4.6;4x4;8;189704 km;4;0;Left wheel;Grey;1363
11147;Sedan;VOLKSWAGEN;Passat;2013;Tiptronic;Yes;Petrol;1.8 Turbo;Front;4;86000 km;4;12;Left wheel;Blue;585
5049;Jeep;TOYOTA;RAV 4;2017;Automatic;Yes;Petrol;2.5;4x4;4;37000 km;4;12;Left wheel;White;1249
4382;Pickup;MITSUBISHI;L 200;2015;Manual;Yes;Diesel;2.5 Turbo;4x4;4;76000 km;4;4;Left wheel;Silver;-
18350;Hatchback;TOYOTA;Prius;2012;Automatic;Yes;Hybrid;1.8;Front;4;430278 km;4;12;Left wheel;Black;586
5787;Sedan;VOLKSWAGEN;Jetta;1999;Manual;Yes;Petrol;2;Front;4;185000 km;4;0;Left wheel;Silver;-
783;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;27000 km;4;4;Left wheel;Silver;777
4298;Jeep;BMW;X5 X-Drive;2007;Tiptronic;Yes;Petrol;4.8;4x4;8;248000 km;4;0;Left wheel;Black;-
13344;Sedan;KIA;Optima;2014;Automatic;Yes;Petrol;2;Front;4;40067 km;4;4;Left wheel;Silver;638
6373;Jeep;NISSAN;Murano;2012;Tiptronic;No;Petrol;3.5;4x4;6;132000 km;4;12;Left wheel;Silver;1058
7144;Sedan;BMW;328;2012;Tiptronic;Yes;Petrol;2.0 Turbo;Rear;4;183000 km;4;12;Left wheel;Silver;-
3899;Minivan;TOYOTA;Estima;2001;Automatic;No;CNG;3;4x4;6;200000 km;4;4;Right-hand drive;White;-
9975;Hatchback;HYUNDAI;Veloster Turbo;2016;Manual;Yes;Petrol;1.6 Turbo;Front;4;77000 km;2;8;Left wheel;Golden;-
5984;Sedan;BMW;530;2003;Manual;Yes;Petrol;3;Rear;6;223014 km;4;0;Left wheel;Black;-
6677;Sedan;HYUNDAI;Sonata;2013;Automatic;Yes;Petrol;2;Front;4;31381 km;4;4;Left wheel;White;640
995;Hatchback;TOYOTA;Aqua;2012;Automatic;Yes;Petrol;1.5;Front;4;157160 km;4;4;Left wheel;Blue;503
15728;Sedan;HYUNDAI;Elantra;2012;Automatic;No;Petrol;1.8;Rear;4;100000 km;4;8;Left wheel;Black;-
8397;Sedan;BMW;525;2004;Tiptronic;Yes;Diesel;2.5 Turbo;Rear;5;265000 km;4;8;Left wheel;Black;-
3163;Sedan;VOLKSWAGEN;Jetta;2016;Tiptronic;No;Petrol;1.4;Rear;4;45312 km;4;10;Left wheel;Black;650
9595;Jeep;NISSAN;Juke;2012;Tiptronic;Yes;Petrol;1.6 Turbo;4x4;4;95000 km;4;12;Left wheel;Grey;531
16180;Sedan;OPEL;Astra;2000;Manual;Yes;CNG;2;Front;4;0 km;4;6;Left wheel;Blue;-
7991;Jeep;MAZDA;CX-9;2019;Automatic;Yes;Petrol;2.5;Front;4;14186 km;4;12;Left wheel;White;1325
5629;Sedan;HYUNDAI;Elantra;2013;Automatic;Yes;Petrol;1.6;Front;4;117500 km;4;4;Left wheel;Grey;530
1632;Minivan;TOYOTA;Ipsum;2002;Automatic;No;Petrol;2.4;4x4;4;200000 km;4;4;Right-hand drive;White;-
12559;Coupe;FIAT;500 Abarth;2013;Manual;Yes;Petrol;1.4 Turbo;Front;4;50000 km;2;8;Left wheel;White;-
824;Hatchback;TOYOTA;Prius;2010;Automatic;Yes;Hybrid;1.8;Front;4;396350 km;4;12;Left wheel;Black;761
18189;Jeep;CHEVROLET;Orlando;2015;Automatic;Yes;Diesel;1.6;Front;4;135039 km;4;4;Left wheel;Grey;629
18536;Hatchback;FORD;Focus;2012;Automatic;No;Petrol;2;Front;4;139200 km;4;10;Left wheel;Grey;642
13380;Sedan;TOYOTA;Camry;2010;Variator;Yes;Hybrid;2.4;Front;4;120000 km;4;10;Left wheel;Grey;-
7292;Sedan;VOLKSWAGEN;Eos;2016;Automatic;Yes;Petrol;0.2;Front;4;57794 km;4;12;Left wheel;White;167
1304;Universal;MITSUBISHI;Airtrek;2004;Automatic;No;CNG;2;4x4;4;150000 km;4;4;Left wheel;White;-
10233;Jeep;MERCEDES-BENZ;GLA 250;2017;Automatic;Yes;Petrol;2;4x4;4;46413 km;4;0;Left wheel;Blue;1017
604;Jeep;TOYOTA;RAV 4;2017;Automatic;Yes;Petrol;2.5;Front;4;34454 km;4;12;Left wheel;Carnelian red;1249
3791;Jeep;FORD;Edge;2011;Automatic;No;Petrol;3.5;Front;6;281000 km;4;6;Left wheel;Silver;-
17314;Sedan;DAEWOO;Lacetti;2009;Automatic;Yes;Petrol;1.6;Front;4;53613 km;4;4;Left wheel;Silver;790
4769;Sedan;KIA;Optima;2016;Automatic;Yes;Petrol;2;Front;4;31117 km;4;4;Left wheel;White;890
18243;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;253373 km;4;4;Left wheel;Silver;891
17927;Sedan;HYUNDAI;Getz;2008;Automatic;No;Petrol;1.4;Front;4;180000 km;4;0;Left wheel;Silver;-
16105;Hatchback;CHEVROLET;Volt;2017;Automatic;Yes;Hybrid;1.5;Front;4;125358 km;4;0;Left wheel;Grey;382
10525;Universal;OPEL;Astra;2009;Manual;No;Diesel;1.7 Turbo;Front;4;166000 km;4;4;Left wheel;Green;-
4926;Goods wagon;FORD;Transit Connect;2007;Manual;No;Diesel;1.8;Front;4;211000 km;4;4;Left wheel;White;-
10418;Goods wagon;VOLKSWAGEN;Passat;1997;Manual;No;Petrol;1.8 Turbo;Front;4;160000 km;4;0;Left wheel;Blue;-
17932;Sedan;HYUNDAI;Elantra;2017;Automatic;Yes;Petrol;1.6;Front;4;84000 km;4;4;Left wheel;White;831
6125;Sedan;MERCEDES-BENZ;E 320;2001;Tiptronic;Yes;Petrol;3.2;Rear;6;214500 km;4;6;Left wheel;Blue;-
12335;Coupe;MERCEDES-BENZ;CLK 230;1998;Automatic;Yes;Petrol;2.3 Turbo;Rear;6;301000 km;2;5;Left wheel;Silver;-
7009;Hatchback;TOYOTA;Aqua;2014;Automatic;Yes;Petrol;1.5;Front;4;121324 km;4;4;Left wheel;White;501
1175;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;115312 km;4;12;Left wheel;Grey;394
9552;Sedan;MERCEDES-BENZ;E 350;2010;Automatic;Yes;Diesel;3.5;4x4;6;256914 km;4;12;Left wheel;Grey;1399
17345;Jeep;LEXUS;GX 460;2015;Automatic;Yes;Petrol;4.6;4x4;8;102907 km;4;0;Left wheel;Black;1646
5600;Sedan;TOYOTA;Camry;2013;Automatic;No;Hybrid;2.5;Front;4;168000 km;4;10;Left wheel;Grey;-
9511;Minivan;MERCEDES-BENZ;Vito;2014;Tiptronic;No;Diesel;2.2 Turbo;Rear;4;140000 km;4;6;Left wheel;White;-
18812;Jeep;SSANGYONG;Actyon;2017;Automatic;Yes;Petrol;1.6;Front;4;51671 km;4;4;Left wheel;White;831
1291;Jeep;TOYOTA;Highlander;2012;Automatic;Yes;Petrol;3.5;Front;6;285186 km;4;12;Left wheel;Grey;1058
1371;Sedan;BMW;428;2015;Automatic;Yes;Petrol;2;Rear;4;0 km;4;12;Left wheel;White;765
3252;Sedan;HYUNDAI;Sonata;2006;Tiptronic;Yes;LPG;3.3;Front;6;243200 km;4;10;Left wheel;Black;-
9536;Jeep;BMW;X3;2012;Tiptronic;Yes;Petrol;3;4x4;6;130000 km;4;12;Left wheel;White;919
6493;Sedan;HYUNDAI;Veloster;2014;Automatic;Yes;Petrol;1.6;Front;4;127870 km;4;12;Left wheel;Black;528
14319;Sedan;TOYOTA;Camry;2015;Automatic;Yes;Petrol;2.5;Front;4;106989 km;4;12;Left wheel;Black;934
9148;Jeep;LEXUS;GX 470;2008;Automatic;Yes;Petrol;4.7;4x4;8;280354 km;4;0;Left wheel;White;2455
18946;Jeep;BMW;X6;2011;Tiptronic;Yes;Petrol;3.5 Turbo;4x4;6;133600 km;4;11;Left wheel;Black;1172
12115;Sedan;HYUNDAI;Elantra;2010;Automatic;Yes;Petrol;1.6;Front;4;180093 km;4;4;Left wheel;Black;687
2177;Sedan;CHEVROLET;Malibu;2014;Automatic;Yes;Diesel;2;Front;4;38714 km;4;4;Left wheel;Brown;627
5680;Hatchback;TOYOTA;Prius C;2013;Automatic;No;Hybrid;1.5;Front;4;51200 km;4;16;Left wheel;Silver;-
6813;Hatchback;HONDA;FIT;2003;Automatic;No;Petrol;1.3;Front;4;0 km;4;4;Right-hand drive;Red;-
11734;Jeep;LEXUS;GX 470;2003;Tiptronic;Yes;CNG;4.7;4x4;8;175000 km;4;12;Left wheel;Silver;-
11013;Jeep;MITSUBISHI;Outlander;2009;Tiptronic;Yes;Petrol;3;4x4;6;0 km;4;10;Left wheel;Silver;-
15170;Hatchback;HONDA;Insight;2010;Variator;No;Hybrid;1.3;Front;4;145600 km;4;6;Left wheel;Blue;-
4012;Sedan;CHEVROLET;Cruze;2012;Automatic;Yes;Diesel;2;Front;4;56290 km;4;4;Left wheel;White;641
18690;Sedan;MERCEDES-BENZ;E 350;2010;Automatic;Yes;Diesel;3.5;4x4;6;239224 km;4;12;Left wheel;Black;1399
17120;Sedan;MERCEDES-BENZ;E 320;1999;Automatic;Yes;CNG;3.2;Rear;6;205000 km;4;6;Left wheel;Silver;-
12717;Sedan;AUDI;A4 B7;2008;Tiptronic;Yes;Petrol;2.0 Turbo;4x4;4;226000 km;4;8;Left wheel;Grey;-
3393;Sedan;GMC;Acadia;2016;Automatic;Yes;Petrol;2.5;Rear;4;116786 km;4;12;Left wheel;Black;1091
15793;Sedan;TOYOTA;Avalon;2016;Automatic;Yes;Hybrid;2.5;Front;4;55096 km;4;0;Left wheel;Blue;518
2649;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;Rear;6;146395 km;4;12;Left wheel;Grey;1053
13587;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3.5;Rear;6;132630 km;4;12;Left wheel;Silver;1172
3873;Jeep;NISSAN;Juke;2013;Automatic;Yes;Petrol;1.6;4x4;4;110531 km;4;0;Left wheel;Red;530
16641;Sedan;AUDI;A4;2013;Automatic;Yes;Petrol;2;4x4;4;151469 km;4;12;Left wheel;White;640
15167;Sedan;VOLKSWAGEN;Jetta;2014;Tiptronic;Yes;Petrol;1.8 Turbo;Front;4;96000 km;4;4;Left wheel;White;584
10704;Sedan;TOYOTA;Prius;2012;Automatic;No;Petrol;1.8;Front;4;190000 km;4;8;Left wheel;Blue;-
13469;Jeep;LEXUS;RX 450;2013;Automatic;Yes;Hybrid;3.5;Front;6;138038 km;4;12;Left wheel;White;1055
16568;Sedan;HYUNDAI;Elantra;2017;Automatic;Yes;Petrol;1.6;Front;4;16687 km;4;4;Left wheel;Grey;831
549;Sedan;BMW;328;2014;Automatic;Yes;Diesel;2;Rear;4;250491 km;4;12;Left wheel;White;639
10183;Sedan;FORD;Taurus;2010;Automatic;Yes;Petrol;3.5;Front;6;236770 km;4;12;Left wheel;Black;1399
4437;Hatchback;TOYOTA;Prius C;2013;Variator;No;Hybrid;1.5;Front;4;77000 km;4;0;Left wheel;Red;502
12936;Sedan;HYUNDAI;Sonata;2011;Automatic;Yes;Petrol;2;Front;4;190000 km;4;4;Left wheel;Grey;707
10656;Jeep;MERCEDES-BENZ;GL 350 Bluetec;2011;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;147500 km;4;12;Left wheel;White;-
6880;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;LPG;1.6;Front;4;29864 km;4;4;Left wheel;Silver;730
8427;Microbus;FORD;Transit;2006;Manual;No;Diesel;2.2 Turbo;Front;5;1500000 km;2;8;Left wheel;White;-
9204;Sedan;FORD;Fusion;2015;Automatic;Yes;Petrol;2.5;Front;4;150091 km;4;12;Left wheel;Silver;934
6913;Sedan;MERCEDES-BENZ;E 300;2017;Automatic;Yes;Petrol;2;Rear;4;50930 km;4;12;Left wheel;Black;1017
2839;Hatchback;HONDA;Insight;2009;Tiptronic;No;Hybrid;1.3;Front;4;155000 km;4;8;Left wheel;Silver;658
6964;Sedan;FORD;Fusion;2015;Automatic;Yes;Petrol;2;Front;4;71454 km;4;0;Left wheel;Black;765
13381;Sedan;BMW;320;2017;Automatic;Yes;Petrol;2;Rear;4;78195 km;4;12;Left wheel;Black;1017
14782;Hatchback;HONDA;Insight;2009;Automatic;No;Hybrid;1.3;Front;4;142526 km;4;8;Left wheel;White;658
7939;Jeep;FORD;Escape;2008;Variator;Yes;Hybrid;2.3;4x4;4;146000 km;4;8;Left wheel;Grey;-
4538;Coupe;FIAT;500 46 ml;2015;Tiptronic;Yes;Petrol;1.4;Front;4;75200 km;2;8;Left wheel;White;562
10032;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;Petrol;1.8;Front;4;91838 km;4;12;Left wheel;Silver;810
17548;Sedan;MAZDA;CX-9;2013;Automatic;Yes;Petrol;3.7;4x4;6;55858 km;4;12;Left wheel;Grey;1111
4621;Jeep;MERCEDES-BENZ;G 320;1994;Automatic;Yes;Petrol;3.2;4x4;6;200000 km;4;0;Left wheel;Black;-
19101;Minivan;OPEL;Sintra;1999;Manual;No;CNG;2;Front;4;15666 km;4;4;Left wheel;Silver;-
4107;Hatchback;TOYOTA;Prius;2013;Automatic;No;Hybrid;1.8;Front;4;0 km;4;0;Left wheel;Black;585
2162;Jeep;SUBARU;Forester;2015;Automatic;Yes;Petrol;2.5;4x4;4;93170 km;4;0;Left wheel;Red;934
5363;Minivan;MERCEDES-BENZ;Vito;2013;Manual;No;Diesel;2.2 Turbo;Rear;4;167000 km;4;2;Left wheel;White;696
9036;Sedan;CHEVROLET;Spark;2016;Automatic;Yes;Petrol;1;Front;4;31455 km;4;4;Left wheel;White;489
6140;Sedan;MITSUBISHI;Outlander;2019;Automatic;Yes;Petrol;2.4;4x4;4;4677 km;4;12;Left wheel;Black;1275
7326;Sedan;HYUNDAI;Elantra;2012;Automatic;Yes;Petrol;1.6;Front;4;121362 km;4;4;Left wheel;Black;531
6295;Sedan;CHEVROLET;Malibu;2014;Automatic;Yes;Diesel;2;Front;4;38710 km;4;4;Left wheel;Brown;639
4586;Coupe;TOYOTA;Tundra;2013;Automatic;Yes;Petrol;5.7;Rear;8;234683 km;4;12;Left wheel;White;1664
14747;Sedan;HYUNDAI;Elantra;2010;Automatic;Yes;Petrol;1.6;Front;4;104282 km;4;4;Left wheel;Silver;687
14026;Jeep;MERCEDES-BENZ;ML 320;1998;Tiptronic;Yes;CNG;3.2;4x4;6;196137 km;4;5;Left wheel;Green;-
11592;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;266000 km;4;10;Left wheel;Black;-
2971;Sedan;HYUNDAI;Elantra;2017;Automatic;Yes;LPG;1.6;Front;4;110000 km;4;4;Left wheel;White;831
12698;Sedan;MERCEDES-BENZ;E 350;2013;Automatic;Yes;Diesel;3.5;Rear;6;107800 km;4;12;Left wheel;Grey;1055
9060;Hatchback;CHEVROLET;Spark;2014;Automatic;Yes;Petrol;1;Front;4;57498 km;4;4;Left wheel;White;363
1598;Sedan;NISSAN;Teana;2003;Automatic;No;Petrol;2.3;Front;6;145000 km;4;4;Right-hand drive;Blue;-
14185;Sedan;FORD;Fusion;2016;Automatic;Yes;Petrol;2.5;Front;4;135810 km;4;12;Left wheel;Grey;1091
2641;Jeep;NISSAN;Patrol;2010;Manual;No;Diesel;3.0 Turbo;4x4;6;167855 km;4;6;Left wheel;Blue;-
8340;Sedan;HYUNDAI;Elantra;2017;Tiptronic;No;Petrol;2;Front;4;20000 km;4;12;Left wheel;Black;1017
15418;Minivan;HYUNDAI;H1;2010;Automatic;Yes;Diesel;2.5;Front;4;71517 km;4;4;Left wheel;Yellow;1024
5474;Hatchback;TOYOTA;Prius;2006;Automatic;Yes;Hybrid;1.5;Front;4;115000 km;4;12;Left wheel;Silver;1132
1173;Hatchback;TOYOTA;Prius;2010;Automatic;No;Hybrid;1.8;Front;4;150000 km;4;12;Left wheel;Black;761
13294;Jeep;FORD;Escape;2009;Automatic;Yes;Petrol;2.5;Front;4;77872 km;4;4;Left wheel;Black;1185
12711;Sedan;HYUNDAI;Elantra;2015;Automatic;Yes;Petrol;1.6;Front;4;48424 km;4;4;Left wheel;Silver;629
4369;Jeep;TOYOTA;Highlander;2008;Automatic;Yes;Hybrid;3.3;4x4;6;318467 km;4;12;Left wheel;Blue;1750
18511;Sedan;HONDA;Odyssey;2019;Automatic;Yes;Petrol;3.5;Front;6;13994 km;4;12;Left wheel;Black;1820
7268;Sedan;MERCEDES-BENZ;E 220;2004;Tiptronic;No;Diesel;2.2 Turbo;Rear;4;259000 km;4;10;Left wheel;Silver;-
10902;Minivan;TOYOTA;VOXY;2003;Variator;No;Petrol;2;Front;4;250000 km;4;2;Right-hand drive;Silver;-
17272;Sedan;JEEP;Cherokee;2019;Automatic;Yes;Petrol;3.2;Front;6;33418 km;4;12;Left wheel;Pink;1671
1442;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Petrol;3.5;4x4;6;99562 km;4;12;Left wheel;Black;1053
337;Sedan;TOYOTA;Prius;2012;Automatic;No;Hybrid;1.8;Front;4;22400 km;4;8;Left wheel;White;586
2324;Jeep;TOYOTA;Tacoma;2013;Automatic;Yes;Petrol;2.7;Rear;4;397915 km;4;12;Left wheel;White;834
4961;Jeep;MERCEDES-BENZ;ML 350;2008;Automatic;Yes;Diesel;3.5;4x4;6;366869 km;4;12;Left wheel;Black;1850
19154;Sedan;SUBARU;XV;2014;Automatic;Yes;Petrol;2;4x4;4;142211 km;4;0;Left wheel;Black;639
3601;Sedan;KIA;RIO lX;2014;Automatic;No;Petrol;1.6;Front;4;76800 km;4;4;Left wheel;Black;528
11135;Jeep;MERCEDES-BENZ;ML 280;2008;Automatic;Yes;Diesel;3;4x4;6;218000 km;4;8;Left wheel;Grey;1598
19163;Jeep;TOYOTA;Prius;2011;Automatic;Yes;Hybrid;1.8;Front;4;489584 km;4;12;Left wheel;Grey;645
12648;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;4x4;6;200179 km;4;12;Left wheel;Black;1053
13297;Jeep;HYUNDAI;Tucson;2012;Automatic;Yes;Diesel;2;Front;4;166122 km;4;4;Left wheel;Grey;642
3029;Hatchback;OPEL;Astra H;2008;Manual;No;Petrol;1.8;Front;4;168000 km;4;4;Left wheel;Black;994
17035;Jeep;HONDA;Cr-v;2011;Automatic;Yes;Petrol;2.4;Front;4;244067 km;4;12;Left wheel;Silver;831
17814;Jeep;NISSAN;X-Terra;2003;Manual;No;Petrol;3.3;4x4;6;200000 km;4;10;Left wheel;Silver;-
15264;Sedan;CHEVROLET;Cruze;2010;Automatic;Yes;Petrol;1.6;Front;4;91500 km;4;4;Left wheel;White;687
1245;Hatchback;MAZDA;Mazda 3 SPORT;2015;Automatic;No;Petrol;2;Front;4;67825 km;4;8;Left wheel;Silver;765
7489;Hatchback;TOYOTA;Prius;2008;Automatic;No;Petrol;1.5;Front;4;291200 km;4;8;Left wheel;White;-
5806;Hatchback;HONDA;Insight;2012;Variator;No;Petrol;1.3;Front;4;172800 km;4;8;Left wheel;Black;448
5860;Jeep;TOYOTA;4Runner;2007;Automatic;Yes;Petrol;4.7;4x4;8;2200000 km;>5;6;Left wheel;Black;-
7332;Hatchback;FORD;Focus;2015;Automatic;No;Petrol;2;Front;4;217600 km;4;8;Left wheel;White;765
15912;Jeep;SSANGYONG;Actyon;2017;Automatic;Yes;Petrol;1.6;Front;4;71402 km;4;4;Left wheel;Silver;831
4530;Universal;HYUNDAI;H1;2017;Automatic;Yes;Diesel;2.5;Front;4;100900 km;4;4;Left wheel;Silver;1249
3605;Jeep;JEEP;Grand Cherokee;1997;Automatic;Yes;Petrol;4;4x4;6;0 km;4;2;Left wheel;Red;-
15840;Hatchback;CHEVROLET;Aveo;2012;Automatic;Yes;Petrol;1.6;Front;4;111937 km;4;4;Left wheel;White;531
15176;Sedan;TOYOTA;Camry SE;2013;Tiptronic;Yes;Petrol;2.5;Front;4;102000 km;4;10;Left wheel;Blue;779
2837;Goods wagon;FIAT;Doblo;2001;Manual;No;Diesel;1.9 Turbo;Front;4;266000 km;4;2;Left wheel;Carnelian red;-
6580;Sedan;HYUNDAI;Genesis;2010;Automatic;Yes;Petrol;3.3;Front;4;235729 km;4;4;Left wheel;Silver;1324
3210;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;89323 km;4;4;Left wheel;Silver;583
7311;Sedan;FORD;Fusion;2013;Automatic;No;Petrol;2;Front;4;91779 km;4;0;Left wheel;Silver;640
5784;Hatchback;CHEVROLET;Volt;2013;Automatic;No;Plug-in Hybrid;1.8;Front;4;201193 km;4;4;Left wheel;Red;-
18204;Sedan;VOLKSWAGEN;Passat;1999;Manual;Yes;CNG;1.8 Turbo;Front;4;251000 km;4;4;Left wheel;Black;-
7417;Jeep;FORD;Escape;2013;Tiptronic;Yes;Petrol;1.6 Turbo;4x4;4;97396 km;4;12;Left wheel;Black;530
11706;Sedan;TOYOTA;Corolla;2016;Automatic;Yes;Petrol;1.8;Front;4;94602 km;4;12;Left wheel;Black;810
2577;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;232032 km;4;12;Left wheel;Silver;779
2766;Jeep;HYUNDAI;Tucson;2012;Automatic;Yes;Diesel;2;Front;4;180491 km;4;4;Left wheel;Silver;642
7893;Universal;HYUNDAI;H1;2010;Automatic;Yes;Diesel;2.5;Front;4;222784 km;4;4;Left wheel;Grey;1024
3351;Jeep;TOYOTA;Prius;2015;Automatic;Yes;Hybrid;1.8;Front;4;104795 km;4;12;Left wheel;White;353
5808;Jeep;HYUNDAI;Tucson;2010;Automatic;Yes;Diesel;2;Front;4;216751 km;4;4;Left wheel;Silver;836
9918;Jeep;MITSUBISHI;Airtrek;2002;Tiptronic;No;Petrol;2;4x4;4;165000 km;4;2;Right-hand drive;Black;-
3834;Sedan;LEXUS;IS 200;2015;Tiptronic;Yes;Petrol;2.0 Turbo;Rear;4;71000 km;4;12;Left wheel;Black;-
10849;Jeep;HYUNDAI;Santa FE;2016;Automatic;Yes;Diesel;2;Front;4;106084 km;4;4;Left wheel;Grey;891
6522;Sedan;FORD;Fusion;2017;Automatic;Yes;Petrol;1.5;Front;4;73909 km;4;12;Left wheel;Black;784
17457;Jeep;SSANGYONG;Actyon;2011;Automatic;Yes;Diesel;2;Front;4;129302 km;4;4;Left wheel;Red;707
17248;Sedan;KIA;RIO;2013;Automatic;No;Petrol;1.6;Front;4;137000 km;4;4;Left wheel;Black;530
5952;Jeep;TOYOTA;Highlander;2008;Automatic;Yes;Hybrid;3.3;4x4;6;226094 km;4;12;Left wheel;White;1750
15690;Jeep;BMW;X5;2015;Automatic;Yes;Petrol;3;4x4;6;204461 km;4;0;Left wheel;White;1104
7637;Jeep;HYUNDAI;Santa FE;2010;Automatic;Yes;Diesel;2;Front;4;57700 km;4;4;Left wheel;White;836
690;Jeep;HYUNDAI;Santa FE;2011;Automatic;Yes;Diesel;2.2;Front;4;78305 km;4;4;Left wheel;White;769
9620;Jeep;LEXUS;GX 470;2008;Automatic;Yes;Petrol;4.7;4x4;8;280354 km;4;0;Left wheel;White;2455
6519;Hatchback;TOYOTA;Prius;2008;Variator;No;Hybrid;1.5;Front;4;92000 km;4;16;Left wheel;Grey;843
10312;Jeep;FORD;Explorer;2014;Automatic;Yes;Petrol;3.5;Front;4;88033 km;4;4;Left wheel;White;1053
1383;Hatchback;HONDA;Civic;2017;Automatic;Yes;Petrol;1.5;Front;4;41018 km;4;4;Left wheel;White;784
5515;Sedan;FORD;Fusion;2013;Automatic;No;Petrol;2.5;Front;4;71000 km;4;12;Left wheel;White;779
12634;Jeep;JEEP;Grand Cherokee;2012;Automatic;Yes;Diesel;3;Front;4;228307 km;4;4;Left wheel;Silver;919
13490;Goods wagon;VOLKSWAGEN;Caddy;2004;Manual;No;Diesel;2;Front;4;195000 km;4;2;Left wheel;Grey;-
18645;Sedan;TOYOTA;Tacoma;2019;Automatic;Yes;Petrol;3.5;4x4;6;18555 km;4;12;Left wheel;Black;1820
5998;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;Petrol;1.8;Front;4;104270 km;4;12;Left wheel;White;810
6361;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;LPG;1.6;Front;4;138241 km;4;4;Left wheel;Grey;730
